App Name,App ID,Final,Running Result,Install Result,Remarks,App Category,Developer,App Version,Updated Date,Crash log,Camera_p
USAA DriveSafe,com.usaa.mobile.android.safedriving,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Five Below,com.hollar.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Denny's,com.dennys.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bend: Stretching & Flexibility,com.bowerydigital.bend,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Super Toy 3D,com.surprise.toy.d3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CDL Prep,com.jeffreydiaz.android.app.cdlprep,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Amazon Kids Parent Dashboard,com.amazon.tahoe.grownups,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Puzzle - Sudoku Style,com.staplegames.blocksSudokuSGGP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hole and Fill: Collect Master!,play.roshka.holefill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Drift 2 Drag,com.hypermonkgames.Drift2Drag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fast Launcher,com.clean.fast.launcher,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
White Noise Lite,com.tmsoft.whitenoise.lite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Publix Pharmacy,com.publix.pharmacyonline,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fambase: Live & Group Chat,com.fambase.venus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Macabre Color Paint By Number,com.art.pixel.pet.games.paint.color.by.numbers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Language Learning | Pimsleur,com.simonandschuster.pimsleur.unified.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Squid Game: Unleashed,com.netflix.NGP.ProjectKraken,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blockbuster: Arcade,com.gimica.blockbuster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Puzzle,com.bigcake.android.bpdaily,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WiZ Connected,com.wizconnected.wiz2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Black Color Paint By Number,com.art.pixel.black.girl.games.paint.color.by.numbers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Exxon Mobil Rewards+,com.webmarketing.exxonmpl,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Viewer?Scanner,com.pdfviewer.scanner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Draw To Smash: Logic puzzle,com.smashing.draw2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BookFunnel,com.bookfunnel.bookfunnel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hot Topic: Pop Culture Fashion,com.hottopic.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bird Sort: Color Puzzle Game,com.globalplay.birdsort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fancy Hole,com.os.fancy.hole,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire Classic: Card Game,com.niuaigo.solitaire.klondike,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18Birdies Golf GPS Rangefinder,com.squarevalley.i8birdies,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Sort - Color Puzzle,com.game.colorful.block.sort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pixel Art Coloring: Art Games,happy.pixel.coloring.art.color.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Highrise: Avatar Virtual World,com.pz.life.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ride Master: Car Builder Game,com.LuB.DeliveryConstruct,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Domino - Dominos online game,ru.skillcap.dominoes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Caesars Palace Online Casino,com.caesarsdigital.igaming.caesarspalaceonline,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nextbots In Playground mod,com.rimashev.nextbots.sandbox,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
County Story: Merge & Cooking,com.countystory.mergecooking,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Reader - PDF Editor,pdf.reader.pdfviewer.pdfeditor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Owlet Dream,com.owletcare.sleep,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crazy Sort ÃÂ® - Sorting Games,com.crazysort.supermarket.goodstriple,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FNBT & FCB Mobile,com.digitalinsight.cma.fiid01685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TheDaily,com.huub.viper,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Police Pursuit,com.kwalee.wantedgp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Famous Footwear - Shop Shoes,com.famousfootwear.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
aTranslator - Text & Voice,sadev.mobile.androidapps,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Flex City: Online RP Car Game,com.jarvigames.viceonline,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tycoon Master,com.igg.android.projectrc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idle Startup: Money Clicker,com.idle.startup.richman.rich.business.tycoon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Health Sense: Blood Sugar Hub,com.healthapplines.healthsense.bloodsugarhub,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Go Translate All Languages,com.fast.translatealllanguages.voice.translateapp.texttovoice.alllanguages.translator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Game of Vampires: Twilight Sun,com.mechanist.vampire.aos,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vita Color for Seniors,com.vitastudio.color.paint.free.coloring.number,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw Blast: 3D Screw Puzzle,screw.pin.out.sort.puzzle.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tidy Master: Hidden Objects,com.scavenger.hunt.find.my.cat.hidden.object.free.brainly.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HondaLink,com.honda.hondalink.connect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollywood Casino - Real Money,com.pennentertainment.hc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Passion: Good Novel Books,gm.passion.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Me+ Lifestyle Routine,daily.planner.routine.habits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Modern Warships: Naval Battles,com.Shooter.ModernWarships,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Video Poker by Pokerist,com.kamagames.videopoker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
High 5 Casino: Real Slot Games,com.h5g.high5casino,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vigor Mahjong,com.godlike.vigormahjong,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7NOW: Food Delivery & Alcohol,com.seven.eleven.phoenix,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dollar Tree,com.dollartree.consumer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IAA Buyer Salvage Auctions,com.iaai.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hair Tattoo: Barber Shop Game,com.wn.hairtattoo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WoohooÃÂCasino-Vegas Slot Games,lucky.jackpot.slot.vegas.casino.free.game.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Delete Puzzle: Brain Games,com.ig.delete.one.part,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Forever 21-The Latest Fashion,com.rarewire.forever21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
We Are Cooking: Taste of Life,com.matryoshka.cooking.vibes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spades Solitaire - Card Games,com.spades.solitaire.online.plus.offline.free.card.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nintendo Today!,com.nintendo.znsa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ollie's Bargain Outlet, Inc",us.ollies.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Super Goal: Fun Soccer Game,com.soccer.football.kick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KJV Daily Bible - Verse+Audio,kjvbible.verse.daily.bible.prayer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Phone Locator: Family Location,com.locationshare.family.phone,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Airport Master - Plane Tycoon,com.wireless.airportmaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bambu Handy,bbl.intl.bambulab.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
sendit,com.fullsenders.sendit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CollX: Sports Card Scanner,app.collx.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Star Gazer - Night Sky View,skyview.star.map.stargazing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BrightWay Credit Card Mobile,com.springleaf.omf.cards.prod,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pengu - Virtual Pets,com.slay.pengu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Member Tools,org.lds.ldstools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gap,com.gap.mobile.gap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NASCAR MOBILE,com.nascar.nascarmobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Toyota Financial Services,com.tmcc.click2pay.mytfs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bible Launcher-KJV & Prayer,com.biblelauncher.prayer.audiobiblekjv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Shelf Match,com.christmasshelf.match.tgoods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Geometry Tower,com.cyberjoy.geometrytower,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ZBD: Earn Bitcoin Rewards,io.zebedee.wallet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Clean Planner,com.cleanplanner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hidden Folks: Scavenger Hunt,com.mystery.hidden.objects.find.clue.puzzle.games.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Live Weather: Weather Forecast,com.weather.nold.forecast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tropical Merge: Merge game,com.cleverapps.wondermerge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Blidz - Shop Deals, Earn Money",com.biddl.biddl,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Plamfy: Live Stream Video Chat,com.plamfy.platform,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Slow Mo Run,com.paurau.SlowMoRun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2048 Fun Collection,com.slide.place.link,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Koupon,com.kouponai,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ball Sort: Sorting-Bubble Sort,ball.sort.water.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DOP 5: Delete One Part,com.playstrom.dop5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Possible: Fast Cash & Credit,com.possible_mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MyNISSANÃÂ®,com.nissan.mynissan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Marble Master,com.zuma.deluxe.marble.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Emoji Maker Pro-DIY&Mashup,com.photo.emoji.maker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Print Master,com.project.aimotech.printmaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Priority PassÃÂ,com.prioritypass3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mahjong Game: 3D Tile Puzzle,mahjong.solitaire.free.senior.puzzle.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Santander Bank US,com.sovereign.santander,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Progressive Leasing Mobile,com.progfinance.progressivemobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balls Bounce - Merge & Bounce,com.gergedan.idleballs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Princess Cruises,com.carnival.gxi.princesscruises,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sprouts,net.groceryshopping.SproutsFarmersMarket,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Instawork: Be your own boss,com.instaworkmobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Silent Castle: Survive,com.survive.silentcastle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Flame of Valhalla Global,com.eu.firegp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Makeup ASMR: Makeover Story,com.makeoverstory.makeupasmr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Euchre - Card Game Offline,com.euchre.solitaire.plus.offline.free.card.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Housify: Cleaning ASMR,com.fc.p.bld.ASMR.satisfy.clean.makeover,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NJ TRANSIT Mobile App,com.njtransit.njtapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FlashfoodÃÂGrocery deals,com.flashfoodapp.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Verizon Protect,com.securityandprivacy.android.verizon.vms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Happy HospitalÃÂ®: ASMR Blast,com.dragonplus.happyhospital,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Virginia Lottery Official App,com.va.lottery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw Tap JamÃÂ: Screw Sort 3D,screw.pin.sort.jam.puzzle.nuts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dorian: Interactive Dramas Hub,com.dorian.playtogether,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GossipMaster,com.Ondrej.GossipMaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Reverb: Buy & Sell Music Gear,com.reverb.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FPS Strike Ops : Modern Arena,com.ta.strike.ops,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Upgrade,com.upgrademobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Wall Street Journal.,wsj.reader_sp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daily News: Local & Alerts,com.novanews.android.dailynews,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kismia - Meet Singles Nearby,com.kismia.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Del Taco - Del Yeah! Rewards,com.olo.deltaco,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Remote Control for R?ku & TCL,com.sensustech.tclremote,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"FET: Connect, Date & Explore",com.fet.ideawise,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire - 2025,com.standard.puzzle.solitaire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hidden Objects - The Journey,games.taplab.thejourney,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tanghulu Master - Candy ASMR,com.whoyaho.tanghulu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Papa MurphyÃÂs Pizza,com.olo.papamurphys,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Pop Dream: Bubble Shoot,sonic.bubbleshoot.classic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Sushi Story,com.kiwigames.sushi.simulator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Web Master: Stickman Superhero,com.games.webmaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"PCH+ - Real Prizes, Fun Games",com.pch.pchworld,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Calculator: Simple Calculator,calculator.currencyconverter.tipcalculator.unitconverter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MEDITECH MHealth,com.meditech.PatientPhm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MyHumana,com.humana.myhumana,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Battle Prime: FPS gun shooting,com.blitzteam.battleprime,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blood Sugar & Pressure Tracker,bloodsugar.diabetes.pressuretraker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BloodBox,com.DefaultCompany.BloodBox,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FAMILIES | TalkingPoints,org.talkingpoints.parents,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nostalgia Color by number game,com.art.pixel.beauty.girl.games.paint.color.by.numbers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cars Arena: Fast Race 3D,racearena.io,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
White Castle Online Ordering,whitecastle.ordering,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tile Master Pro: Triple Match,com.tile.town.puzzle.master.match,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Merge Archers: Bow and Arrow,merge.archers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MTA TrainTime,com.mta.mobileapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SingleCare - Rx Coupons,com.singlecare.scma,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Logo Master - Design & Maker,com.logomaster.logomaker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spider Solitaire Classic,solitaire.spider.card.free.mania,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Themepack - App Icons, Widgets",com.iconchanger.widget.theme.shortcut,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
El Pollo Loco - Loco Rewards,com.olo.elpolloloco,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SleepTracker: Record & Improve,com.healthapplines.sleeprecord.tracker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire - 2025,com.evergreen.games.card.solitaire.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Draw Action: Freestyle Fight,com.kayac.DrawFight,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABC Kids - Tracing & Phonics,com.rvappstudios.abc_kids_toddler_tracing_phonics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mandala Color by Number Book,com.mandala.pattern.happy.paint.by.number.coloring.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Moises: The Musician's AI App,ai.moises,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Triple Goods -Match 3d Game,com.mintgames.goods.market,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Move People,com.paurau.MakeHer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cookie Clicker,org.dashnet.cookieclicker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Smart Remote - Easy TV Control,com.rokutv.remote.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fairytale Color by number game,com.fairy.tale.happy.paint.by.number.coloring.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Prodigy Math: Kids Game,com.prodigygame.prodigy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Official E-ZPass NY,com.conduent.ezpass,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lazy Jump,com.shaverma.lazyjump,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Onet Puzzle - Tile Match Game,onet.tile.match.puzzle.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ThriftBooks: New & Used Books,com.thriftbooks.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Judgment Day: Angel of God,com.matchingham.judgementday,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SWAT Tactical Shooter,com.RocinanteGames.SwatTacticalShooter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zelivonic Max,com.theartvis.suracheck,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Annoying Puzzle Game,com.gplay.annoying.puzzle.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castle Duels: PvP Arena Battle,my.arena,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rocket Mortgage,com.quickenloans.myql,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Video Browser,download.videobrowser.videobrowser,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HiWaifu: AI Friend & Waifu Hub,com.hiwaifu.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PENN Play,com.pngaming.mychoice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Errado,ike.wpq.errado,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Grand Theft Auto: San Andreas,com.rockstargames.gtasa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CarParts.com,com.carparts.mobilewrapper.customer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pedometer - Step Counter,com.counter.setp.pedometer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ask AI - Chat with AI Chatbot,com.codeway.chatapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Surveillance Camera: Visory,app.visory.security_camera,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Goods Triple Match: Sorting 3D,com.goods.sorting.games.triple.match3d.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daily Jigsaw Puzzles,com.bigc.daily.jigsaw.puzzles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Granny Color By Number Game,com.art.pixel.chill.hobby.games.paint.color.by.numbers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ralphs,com.ralphs.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LA Wallet,gov.la.omv.lawallet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cooking WorldÃÂ® Restaurant Game,com.cooking.world.chef.craze.restaurant.fever.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Campus Student,com.infinitecampus.student.campusportalhybrid,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
D&B Rewards,com.DB.playinstore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spider Fighting: Hero Game,com.ig.spider.fighting,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thread Jam - Untangle 3D Ropes,com.sewing.jam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SALLY BEAUTY,com.sallybeauty.shop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bible Color Paint By Number,com.art.pixel.bible.games.paint.color.by.numbers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OptumRx,com.optum.rx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Four | Buy Now, Pay Later",com.paywithfour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SECU,org.ncsecu.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color ASMR: Painting Book,com.jura.coloring.page,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Retake AI: Face & Photo Editor,com.codespaceapps.you,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cube Master 3DÃÂ®:Matching Game,com.higgs.cubemaster3d,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PBAÃÂ® Bowling Challenge,com.concretesoftware.pbachallenge_androidmarket,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GetYourGuide: Travel & Tickets,com.getyourguide.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Freedom Mortgage,com.freedom.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Search Solitaire,in.playsimple.wordsolitaire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tasty Travels: Merge Game,com.fatmerge.global,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire,solitaire.classicgame.klondike.solitaire.freecard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brother Mobile Connect,com.brother.mfc.mobileconnect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hot in Hollywood,com.sodeepilabs.glamsquad,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rent Please!-Landlord Sim,com.shimmergames.tenants.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Total Wireless: Account App,com.tracfone.total.myaccount,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Meme Color Pro?Color by Number,com.paint.by.numbers.coloring.book.theme.joker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mileage Tracker by Everlance,com.everlance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QDOBA Mexican Eats,com.qdoba.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Audiobooks.com: Books & More,com.audiobooks.androidapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cast for Chromecast & TV Cast,com.casttv.castforchromecast.screencast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Niantic Campfire,com.nianticlabs.campfire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Foodvisor - Calorie Counter,io.foodvisor.foodvisor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mia Solitaire - Fun Card Game,com.mia.solitaire.card.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Big Keyboard: Easy Launcher,com.bigkeyboardeasylauncher.biggerkeybuttonandroidlauncherapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Pro - Reader & Maker,com.pdf.pro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stormshot: Isle of Adventure,com.sivona.stormshot.e,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3DTuning: Car Game & Simulator,air.com.A3dtuning.Tuning3D,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Parkour Master: Obby Games,com.Parkour.Master.Obby.Games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Woot! Deals and Shenanigans,com.woot.android.main,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blood Pressure,com.bpfit.bloodpressure.health,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aosu,com.glazero.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WeAM: Videos for Gen X & Y,com.weamapp.us,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brain Test 4: Tricky Friends,com.unicostudio.braintest4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Mini Mart,com.KisekiGames.smart,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ambetter Health,com.centene.dxe.ambetter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MyBambu - Better than Banking,com.dtm.bambu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
