App Name,App ID,Final,Running Result,Install Result,Remarks,App Category,Developer,App Version,Updated Date,Crash log,Camera_p
Savannah Browser,savannah.internet.web.browser,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dating and Chat ÃÂ Pheromance,com.dating.pheromance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TodayTix ÃÂ Theatre Tickets,com.todaytix.TodayTix,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fas REWARDSÃÂ®,com.paytronix.client.android.app.gpm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic Union Bank Mobile,com.atlanticunionbank4196.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Howbout: social calendar,app.zyng.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ringtones for Android 2025,com.mx.ringtone.pro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DreamMapper,com.philips.sleepmapper.root,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Speed Stars: Running Game,com.lukedoukakis.speedstars,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Merge Legends: Dragon Island,com.merge.legends.dragon.dailyfun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wordling: Daily Word Challenge,io.digitalsnacks.wordchallenge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Asana: Where work connects,com.asana.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Liftoff - Ranked Gym Workouts,com.gymbros.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FEMA,gov.fema.mobile.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FEED Mobile,com.kroger.feed,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Poppo Live- Live Stream,com.baitu.qingshu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Size Shifting Runner,com.game.size.shifting.runner.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BankMobile Vibe,com.higherone.mobile.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idaho Central Mobile Banking,com.iccu.iccu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pop Jigsaw - Jigsaw Puzzles,com.pop.happy.art.jigsaw.puzzle.free.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Con Edison,com.coned.conedison,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ShowingTime,com.showingtime.mobile.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SPlayer - Fast Video Player,com.ttee.leeplayer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spider Solitaire DeluxeÃÂ® 2,com.gosub60.sol5spdr2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bible Homescreen - Read Now,com.eet.bible.launcher,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mahjong 3,com.onecwireless.mahjong3.google.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw Ocean: Bolt Match Escape,com.screw.bolt.ocean.match.fish.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
iWFCam,com.g_zhang.mywificam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cheech and Chong Bud Farm,com.LDRLY.cheechandchong,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Water Tracker: Water Reminder,watertracker.waterreminder.watertrackerapp.drinkwater,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sticker Bliss - Color Book,onetap.game.sticker.bliss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Number Crush: Match Ten Puzzle,com.microjoy.number.crush.match.numberzilla.ten.saga.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DesignVille: Merge & Design,com.tapclap.designville.merge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Interior Color by Number Book,com.interior.home.happy.paint.by.number.coloring.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ember,com.embertech,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wonder Blast,com.blast.game.saudani.wonder.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Betr Fantasy & Sportsbook,app.instabet.betr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Beach Color Paint By Number,com.art.pixel.summer.beach.journey.games.paint.color.by.numbers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Holland America Line Navigator,com.hollandamerica.navigator.moapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wood Block Puzzle-SudokuJigsaw,wood.block.jigsaw.puzzle.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Quantum Fiber,com.centurylink.biwf,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Human Bean,com.thehumanbean.thehumanbean.android.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Associated Bank Digital,com.associatedbank.mobilebanking,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tasker by Taskrabbit,com.taskrabbit.droid.rabbit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dating and Chat - Maybe You,com.maybeyou,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cute Color - Color by Number,com.mintgames.cutecolor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Annke Vision,com.anni.annkevision,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Map My Ride GPS Cycling Riding,com.mapmyride.android2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Angry Birds Transformers,com.rovio.angrybirdstransformers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire Sojourn: Conundrum,com.solitairesojourn.puzzlehaven.cardflurry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sudoku Master - Sudoku Puzzles,com.sudoku.puzzles.master,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hexa Run: Hexa Puzzle Game,hexa.away.game.tap.block.off.color.puzzle.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FreeStyle LibreLink - US,com.freestylelibre.app.us,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Singing Monsters: Dawn of Fire,com.bigbluebubble.msm2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bike Parkour: Obby Game,com.Bike.Parkour.Obby.Game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tile Chronicles - Puzzle Game,com.sophungamesltd.fantasytile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spooky Music Beat,com.spooky.music.beat.game.puzzle.free.orzxa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aeries Mobile Portal,com.aeries.mobile.psp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Coupons for Harbor Freight,com.g2018.hfcoupons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VASA Fitness,com.vasafitness.members,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fasting App & Calorie Counter,intermittentfasting.weightloss.fastingtracker.yazio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CubeSmart Self Storage,com.cubesmart.customer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Action Balls: Gyrosphere Race,com.atesgamestudio.actionballs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ayar-Chat&Play,com.star.ayar.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TruePeopleSearch.com,com.freedataservices.truepeoplesearch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dayforce Wallet: On-demand Pay,com.dayforce.wallet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Happy Match 3D - Find Game,com.match.puzzle.happymatch3d,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The floor is lava game parkour,lava.game.parkour.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Connect & Pay,com.tsfrm.tsfpaycanteen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DODGE,com.fca.myconnect.dodge.nafta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HoneyNovel - Romantic Fictions,com.abcd.hotnovel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bitcoin Mining (Crypto Miner),crypto.bitcoin.ethereum.litecoin.cloud.mining.eth.btc.ltc.hash.pool.cloud_mining,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pura,com.purascents.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mint Solitaire,com.mintgames.ace.solitaire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Easter Jigsaw Puzzle Games,com.christmas.winter.happy.art.jigsaw.puzzle.free.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Telepath Master,com.game.telepath.master.free.puzzle.gsawx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tedooo,com.mor.tedooo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MA Lottery,com.masslottery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bitcoin mining - Miner NFT,bitcoin.minning.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cute vs Scary Beats,com.slngames.sprunki,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
News.me,io.mobitech.newsme.dt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Harkins Theatres,com.harkinstheatres.android.showtimeapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wondery: Discover Podcasts,com.wondery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spades Classic: Card Game,com.wildcard.classicspades,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hello Heart ÃÂ For heart health,com.helloheart.app.healthplan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Energizer Connect,com.xtreme.energizer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rain Instant Pay,us.rain.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Olive: Live Video Chat App,com.videochat.olive,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SalonCentric,com.saloncentric.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BrandBee: Earn Money & Rewards,com.embeepay.mpm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sky Words - Word Puzzle Games,com.openmygame.android.sky.words,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Euchre Classic Card Game,com.fiogonia.euchre,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PokerStars Poker Real Money,com.pokerstars.uspa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MCPEDL for Minecraft,com.overwolf.mcpedl,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blockanza: Block Puzzle,and.brainworks.blockanza,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Summit Racing,com.summitracing.MobileAppSRE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Canvas Parent,com.instructure.parentapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Truck Manager - 2025,com.trophygames.truckmanager,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Winter Lord,com.gamelab.winterlord.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pizza Boy A Basic,it.dbtecno.pizzaboygba,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Shooter Tale: Ball Game,com.bubbleshooter.origin.classic.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Medal - Gaming Clips,tv.medal.recorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire Tripeaks - Farm Trip,solitaire.tripeaks.farm.free.card.games.grand.harvest.garden,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Columbia Gas,com.sew.columbia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SwordSlash,com.hideseek.swordslash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spot the Difference: Find out!,spot.hidden.difference,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"CUPI CHAT: dating, flirt, meet",com.cupichat.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NordPassÃÂ® Password Manager,com.nordpass.android.app.password.manager,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MySCE,com.sce.mysce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cafe Rio,com.punchh.caferio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pearson+ | Study help & eTexts,com.pearson.plus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lotto Results - Lottery in US,com.mylottos.results,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Purchasing Power,com.purchasingpower.ppow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Shooter: Fun Pop Game,com.lynnmobile.bubbleshooter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Speak & Translate All Language,liveearthmaps.livelocations.streetview.livcams,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Local Dating Fun Chat - Hickey,com.hickeyapp.app.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color Ball Game - Sort Puz,gridplus.ball.sort.colorpuz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SouthState Mobile,com.southstatebank3667.mobile.preproduction,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Moon Phase Calendar,com.probadosoft.moonphasecalendar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
All Document Reader & Viewer,com.docxreader.documentreader.wordoffice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fast Junk Cleaner,com.lumacleaner.amazonpro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blockin' Color - Block Puzzle,com.hitapps.BlockinColor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SmartHealth,com.zhuoting.healthyucheng,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bazaart AI Photo Editor Design,me.bazaart.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BlockSite: Block Apps & Sites,co.blocksite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Card Factory!,com.reboot.cardconveyor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UniFi Protect,com.ubnt.unifi.protect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Petlibro,com.designlibro.petlibro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Call of War: Frontlines,com.bytro.callofwar1942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Navigate360 Student,com.eab.se,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Little Princess Dress Up,com.princess.makeup.dress.up.littlegirl,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Scoreboard - Keep score,com.truyendiv.scoreboard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Freewave: Romance Audiobooks,com.wromance.mobile.ads,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Odyssey: Rogue Wave,com.ordyssey.enwa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
English Crossword puzzle,com.appspot.orium_blog.crossword.eng,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
dataDex - PokÃÂ©dex for PokÃÂ©mon,com.talzz.datadex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bookmory - reading tracker,net.tonysoft.bookmory,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Turn Up: Music, Dating & Chat",com.dately,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fanatics Live: Break Your Way,live.fanatics.fanaticslive,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bejeweled Stars,com.ea.gp.bejeweledskies,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rivermark,com.advantis.advantis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Animal Onet- Tile Connect,animal.connect.relax.match.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GoFling - Chat & Date,com.gofling.chat,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
We Energies,com.wecenergygroup.we,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frost Bank,com.frostbank.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HiMelody: Offline Pure Music,com.hi.melody.music.noise,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
White Noise Deep Sleep Sounds,com.kitefaster.whitenoise,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Golf Genius,com.golftripgenius.android.leaguegenius,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WhenToWork Employee Scheduling,com.whentowork.webview,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Financial Calculators,com.financial.calculator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Match 3D - Tile Triple Puzzle,infinitejoy.match3d.tilemaster.cube,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OurFamilyWizard Co-Parent App,com.ourfamilywizard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sanford,org.sanfordhealth.patient,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sinner Mix - Kiss Music Box,com.happy.game.fun.music.special.box.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Heroes of History: Epic Empire,com.innogames.heroesofhistory,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Messages,com.textmessage.messenger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alarm Clock,com.simplealarm.worldclock,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The Economist - News, Podcasts",com.economist.lamarr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PrinterShare Mobile Print,com.dynamixsoftware.printershare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HHAeXchange+,com.hhaexchange.uma,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kansas Lottery PlayOnÃÂ®,com.pollardbanknote.PlayOnKS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pixelcut AI Photo Editor,com.circular.pixels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Puzzle - Gem Block,com.ioplus.blockpuzzle.gem.block,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NYMCU Mobile Banking,com.nymfcu.nymfcu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Remote for LG ThinG TV & webOS,com.boost.lg.remote,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bluetooth - Auto Connect,com.bluetooth.device.autoconnect.colorful,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Seis: banca mÃÂ³vil en espaÃÂ±ol,com.seis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Liberty PR,com.myliberty.care,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Prosper Card,com.prosper.cardhub,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
First Mid Mobile,com.firstmidbanktrust.firstmidbanktrust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
King James Bible Study KJV,com.hmobile.biblekjv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire Story,linkdesks.solitaire.rescue.story,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Laser Bounce Puzzle,com.laser.bounce.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ace Cleaner,ac.ace.cleaner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Water Sort! Color Sort Puzzle,water.sort.color.puzzle.offline.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Obby World: Parkour Runner,obby.world,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sharecare: Health & Well-being,com.sharecare.realgreen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Poe - Fast AI Chat,com.poe.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Paris Baguette,com.parisbaguette.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BonChat,com.cipherchat.bonchat,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vaulty: Hide Pictures & Videos,com.theronrogers.vaultyfree,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Shooter - Pop Bubbles,com.bubbleshooter.popbubbles.shootbubblesgame,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tea: Dating Safety for Women,com.tea.tea,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Offline Music Player - Mixtube,com.toto.jcyj.mvmix,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screen Recorder Video Recorder,com.recorder.screen.handy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cook & Merge Kate's Adventure,com.supersolid.cookandmerge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vagaro Pro,com.semaphore.login,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Air France - Book a flight,com.airfrance.android.dinamoprd,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Inspira MobileÃÂ,com.payflex.hhmobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mp3 Music Downloader,com.ddgames.newmusicplayer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MacroFactor - Macro Tracker,com.sbs.diet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DomiNations,com.nexonm.dominations.adk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Track - Calorie Counter,com.nutritionix.nixtrack,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tile Rescue,tile.rescue.story.match.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Goods Triple Sort: Puzzle Game,goods.match.pair.triple.closet.sort.puzzle.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Home My WorldÃÂ: Clean ASMR,com.behefun.homemhmg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Number Match Puzzle,com.bigc.numlink.number.match,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Power Rangers: Legacy Wars,com.nway.powerrangerslegacywars,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Anima Jigsaw for Seniors,com.flyingcat.jigsaw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BILL AP & AR Business Payments,com.bdc.bill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QuickChek,com.QuickChek.finder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MeYo : be friends,com.pita.oyem,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
EverSort Ball Sort Puzzle,com.eversort.ballsortpuzzle.casual.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Instant Voice Translate,com.erudite.translator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Branded Surveys: Get Paid Cash,com.brandedsurveys.brandedsurveys,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Flashlight App - LumiTorch,com.eco.flashlight,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire - Classic Card Game,com.easybrain.solitaire.klondike.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sentara MyChart,com.sentara.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Pop King - Pop for fun,com.bubble.shooter.bubble.pop.king.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Optum Financial,com.connectyourcare.mobile30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jewels Classic - Crush Jewels,com.dysugar.jewels.prince,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bingo Island 2024 Club Bingo,com.bingo.island.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hollywood Triple Match,com.braingames.hollywoodtriplematch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Halo Collar,com.paws.haloapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Seeking,com.infostream.seekingarrangement,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Clear File Pro: AI,com.phone.cleanermaster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Total Mp3, offline music play",com.total.music.and,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FOX 5 Storm Team Weather Radar,com.waga.android.weather,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ten ten,com.tenten.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3D Battery Charging Animation,com.animation.battery.charging.flashing.notification.screen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stopfinder,com.transfinder.stopfinder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crunchtime Teamworx,com.crunchtime.teamworx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tile Story: Match Puzzle Game,linkdesks.tile.match.story,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dollywood Parks & Resorts,com.dollywood.parkguide,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Mixtapez: Music & Podcasts,my.googlemusic.play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blue Yonder Workforce,com.jda.mobility.wfmr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bus Fever - Car Parking Jam,com.bus.fever.car.parking.jam.color.match3d.puzzle.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Romance Club - Stories I Play,com.yourstoryinteractive.sails.pirate.adventure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WDSU Parade Tracker,com.wdsu.parades,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Citizen Now: US Citizenship,net.citizennowapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yatzy Cards,com.funcraft.yatzypoker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mighty Match - 3D Puzzle Game,com.matching.puzzle.free.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MyOchsner,org.Ochsner.My,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Women's Bible-Daily Pray,com.womenbible.fordailypray.andlearning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Guidebook,com.guidebook.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Np,com.rjrt.NewPort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pocket Styler: Fashion Stars,com.nordcurrent.fashion,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Newrez,com.newRez,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Easy Fast Intermittent Fasting,com.easyfastapp.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Video Downloader - HD & Easy,videodownloader.downloader.videoplayer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FITINDEX,com.qingniu.fitindex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Favor Runner: Deliver & Earn,com.neighbfav.neighborfavor.runner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FirstBank Tu Banca Digital App,pr.com.firstbank.app7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Rappi: Food Delivery, Grocery",com.grability.rappi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Housecall Pro,housecall.pros,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GODZILLA BATTLE LINE,jp.co.toho.godzillabattleline,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vet Tix,org.vettix.vettix,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
